key,Rare disease,link,description
post-1964,SLC6A1 Epileptic Encephalopathy,https://rarediseases.org/rare-diseases/slc6a1-epileptic-encephalopathy/,SLC6A1-related myoclonic-atonic epilepsy (MAE)SLC6A1 haploinsufficiency / loss of functionGAT1 deficiencySLC6A1-related disorders
post-1961,Small Cell Lung Cancer,https://rarediseases.org/rare-diseases/small-cell-lung-cancer/,oat cell cancerSCLC
post-1723,Smallpox,https://rarediseases.org/rare-diseases/smallpox/,N/A
post-1725,Smith Magenis Syndrome,https://rarediseases.org/rare-diseases/smith-magenis-syndrome/,"chromosome 17, interstitial deletion 17pChromosome 17p11.2 deletion syndromeSMCRSmith-Magenis chromosome regionretinoic acid induced 1 gene (RAI1)SMS"
post-91167,Smith-Kingsmore Syndrome,https://rarediseases.org/rare-diseases/smith-kingsmore-syndrome/,SKS
post-1724,Smith-Lemli-Opitz Syndrome,https://rarediseases.org/rare-diseases/smith-lemli-opitz-syndrome/,7-dehydrocholesterol reductase deficiencyDHCR7 abnormalityRSH syndromeSLOSSLO syndrome
post-1726,Sneddon Syndrome,https://rarediseases.org/rare-diseases/sneddon-syndrome/,livedo reticularis racemosa and cerebrovascular accidentsSneddon's Syndrome
post-1890,Snyder-Robinson Syndrome,https://rarediseases.org/rare-diseases/snyder-robinson-syndrome/,spermine synthase deficiency syndromeSRS
post-1953,Soft Tissue Sarcoma,https://rarediseases.org/rare-diseases/soft-tissue-sarcoma/,STS
post-1727,Sotos Syndrome,https://rarediseases.org/rare-diseases/sotos-syndrome/,cerebral gigantism
post-1993,Spastic Paraplegia 47,https://rarediseases.org/rare-diseases/spastic-paraplegia-47/,SPG47AP4B1-associated hereditary spastic paraplegiaAP-4 deficiency syndrome
post-1989,Spastic Paraplegia 50,https://rarediseases.org/rare-diseases/spastic-paraplegia-50/,SPG50AP4M1-associated hereditary spastic paraplegiaAP-4 deficiency syndrome
post-1990,Spastic Paraplegia 51,https://rarediseases.org/rare-diseases/spastic-paraplegia-51/,SPG51AP4E1-associated hereditary spastic paraplegiaAP-4 deficiency syndrome
post-1991,Spastic Paraplegia 52,https://rarediseases.org/rare-diseases/spastic-paraplegia-52/,SPG52AP4S1-associated hereditary spastic paraplegiaAP-4 deficiency syndrome
post-259691,Sphingosine Phosphate Lyase Insufficiency Syndrome,https://rarediseases.org/rare-diseases/sphingosine-phosphate-lyase-insufficiency-syndrome/,primary adrenal insufficiency-steroid-resistant nephrotic syndrome due to SGPL1 deficiencySPL insufficiency syndromeSPLISfamilial steroid-resistant nephrotic syndromenephrotic syndrome type 14
post-1728,Spina Bifida,https://rarediseases.org/rare-diseases/spina-bifida/,Neural Tube DefectSB
post-1729,Spinal Muscular Atrophy,https://rarediseases.org/rare-diseases/spinal-muscular-atrophy/,SMASMN-related SMAclassic SMAchromosome 5 SMA
post-1994,Spinal Muscular Atrophy with Respiratory Distress,https://rarediseases.org/rare-diseases/spinal-muscular-atrophy-with-respiratory-distress/,autosomal recessive distal spinal muscular atrophy 1sDHMN6diaphragmatic spinal muscular atrophydistal hereditary motor neuronopathy type VIdistal spinal muscular atrophy type 1DSMA1HMN6HMNVIsevere infantile axonal neuropathy with respiratory failureSIANRFSMARD1spinal muscular atrophy with respiratory distress type 1
post-1730,Spinocerebellar Ataxia with Axonal Neuropathy,https://rarediseases.org/rare-diseases/spinocerebellar-ataxia-with-axonal-neuropathy/,SCAN1
post-1731,Split Hand/Split Foot Malformation,https://rarediseases.org/rare-diseases/split-handsplit-foot-malformation/,SHFMectrodactyly
post-1308,Spondylocostal Dysplasia,https://rarediseases.org/rare-diseases/jarcho-levin-syndrome/,costovertebral dysplasiaJarcho-Levin syndrome (obsolete)spondylocostal dysostosisSCDSCDO
post-1732,Spondyloepiphyseal Dysplasia Tarda,https://rarediseases.org/rare-diseases/spondyloepiphyseal-dysplasia-tarda/,SED tardaX-linked spondyloepiphyseal dysplasiaSEDLSEDTTRAPPC2-related X-linked spondyloepiphyseal dysplasia tarda
post-1733,"Spondyloepiphyseal Dysplasia, Congenital",https://rarediseases.org/rare-diseases/spondyloepiphyseal-dysplasia-congenital/,"SEDCSED, Congenital TypeSpondyloepiphyseal Dysplasia, Congenital Type"
post-2027,"Spondyloepiphyseal Dysplasia, Kondo-Fu Type",https://rarediseases.org/rare-diseases/spondyloepiphyseal-dysplasia-kondo-fu-type/,SEDFK
post-1915,Spondylothoracic Dysplasia,https://rarediseases.org/rare-diseases/spondylothoracic-dysostosis/,Lavy-Moseley syndromeSTDspondylothoracic dysostosis
post-1901,Spontaneous Intracranial Hypotension,https://rarediseases.org/rare-diseases/spontaneous-intracranial-hypotension/,spontaneous spinal cerebrospinal fluid leak
post-1734,Sporadic Inclusion Body Myositis,https://rarediseases.org/rare-diseases/sporadic-inclusion-body-myositis/,sIBMIBMinclusion body myositis
post-1735,Sporadic Porencephaly,https://rarediseases.org/rare-diseases/sporadic-porencephaly/,N/A
post-1736,Sprengel Deformity,https://rarediseases.org/rare-diseases/sprengel-deformity/,Congenital Elevation of the ScapulaCongenital High ScapulaScapula Elevata
post-1781,Staphylococcal Scalded Skin Syndrome,https://rarediseases.org/rare-diseases/staphylococcal-scalded-skin-syndrome/,Ritter Diseasescalded skin syndromeRitter von Ritterschein diseaseSSSS
post-1737,Status Epilepticus,https://rarediseases.org/rare-diseases/status-epilepticus/,ConvulsionsSeizures
post-1809,STEC Hemolytic Uremic Syndrome,https://rarediseases.org/rare-diseases/stec-hemolytic-uremic-syndrome/,classic hemolytic uremic syndromediarrhea-associated (D+) hemolytic uremic syndromeshigatoxin-associated hemolytic uremic syndromeStx HUS [STEC HUS]STEC HUStypical HUS
post-1738,Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,https://rarediseases.org/rare-diseases/stevens-johnson-syndrome-and-toxic-epidermal-necrolysis/,epidermal necrolysis
post-1739,Stickler Syndrome,https://rarediseases.org/rare-diseases/stickler-syndrome/,hereditary arthro-ophthalmopathy
post-1740,Stiff Person Syndrome,https://rarediseases.org/rare-diseases/stiff-person-syndrome/,Moersch-Woltman syndromestiff-man syndromeSMSSPS
post-1974,Stomach Cancer,https://rarediseases.org/rare-diseases/stomach-cancer/,adenocarcinoma of the stomachgastroesophageal junction cancergastric cancer
post-1741,Sturge Weber Syndrome,https://rarediseases.org/rare-diseases/sturge-weber-syndrome/,Dimitri diseaseencephalofacial angiomatosisencephalotrigeminal angiomatosisleptomeningeal angiomatosisSturge-Kalischer-Weber syndromeSturge-Weber-Krabbe syndromeSturge-Weber phakomatosisSWS
post-1742,Stuve-Wiedemann Syndrome,https://rarediseases.org/rare-diseases/stuve-wiedemann-syndrome/,STWSSchwartz-Jampel syndrome type 2SJS2Schwartz-Jampel syndrome neonatalStuve-Wiedemann/Schwartz-Jampel type 2 syndromeNeonatal Schwartz-Jampel syndrome type 2
post-2014,STXBP1 Disorders,https://rarediseases.org/rare-diseases/stxbp1-disorders/,STXBP1encephalopathySTXBP1epileptic encephalopathySTXBP1-related disordersdevelopmental and epileptic encephalopathy 4 [MIM: 612164]
post-911,Subacute Cerebellar Degeneration,https://rarediseases.org/rare-diseases/cerebellar-degeneration-subacute/,N/A
post-1743,Subacute Sclerosing Panencephalitis,https://rarediseases.org/rare-diseases/subacute-sclerosing-panencephalitis/,"Dawson's DiseaseDawson's EncephalitisPanencephalitis, Subacute SclerosingSSPE"
post-1904,Succinic Semialdehyde Dehydrogenase Deficiency,https://rarediseases.org/rare-diseases/succinic-semialdehyde-dehydrogenase-deficiency-2/,4-hydroxybutyric aciduriaSSADH deficiency
post-1744,Sudden Infant Death Syndrome,https://rarediseases.org/rare-diseases/sudden-infant-death-syndrome/,cot deathcrib deathSIDS
post-1745,Sudden Unexplained Death in Childhood,https://rarediseases.org/rare-diseases/sudden-unexplained-death-in-childhood/,SUDCSUDIC
post-2009,Superficial Siderosis,https://rarediseases.org/rare-diseases/superficial-siderosis/,superficial siderosis of the central nervous systemsubpial siderosiscerebellar siderosissuperficial hemosiderosishemosiderosis of the central nervous system
post-1955,Superior Mesenteric Artery Syndrome,https://rarediseases.org/rare-diseases/superior-mesenteric-artery-syndrome/,aortomesenteric artery compressioncast syndromeduodenal vascular compressionmesenteric root syndromeSMASSMA syndromeWilkie’s syndromeaortomesenteric artery duodenal compression
post-1891,Superior Semicircular Canal Dehiscence,https://rarediseases.org/rare-diseases/superior-semicircular-canal-dehiscence/,superior semicircular canal dehiscence syndrome (SCDS)canal dehiscence syndromesuperior canal syndromethird mobile window syndromeMinor’s syndromeSSCD
post-1747,Susac Syndrome,https://rarediseases.org/rare-diseases/susacs-syndrome/,N/A
post-1748,Sutton Disease II,https://rarediseases.org/rare-diseases/sutton-disease-ii/,"Aphthous Stomatitis, RecurrentAphthous Ulcer, RecurrentMajor Aphthous UlcerMajor Canker SoreMajor Ulcerative StomatitisPeriadenitis Mucosa Necrotica, Recurrent Type IIRAURecurrent Scarring Aphthaevon Mikulicz's AphthaeVon Zahorsky's Disease"
post-1749,Sweet Syndrome,https://rarediseases.org/rare-diseases/sweet-syndrome/,Acute Febrile Neutrophilic Dermatosis
post-1750,Swyer syndrome,https://rarediseases.org/rare-diseases/swyer-syndrome/,"46, XY CGD46, XY complete gonadal dysgenesis46, XY pure gonadal dysgenesisgonadal dysgenesis, XY female type"
post-1751,Sydenham Chorea,https://rarediseases.org/rare-diseases/sydenham-chorea/,rheumatic choreaSt. Vitus dance
post-256597,SYNCRIP-Related Neurodevelopmental Disorder,https://rarediseases.org/rare-diseases/syncrip-related-neurodevelopmental-disorder/,SYNCRIP-RNDDHNRNPQ-RNDD
post-1880,SYNGAP1-related NSID,https://rarediseases.org/rare-diseases/syngap1-related-nsid/,N/A
post-1752,"Syphilis, Acquired",https://rarediseases.org/rare-diseases/syphilis-acquired/,"Lues, AcquiredVenereal Disease"
post-1754,Syringobulbia,https://rarediseases.org/rare-diseases/syringobulbia/,N/A
post-1755,Syringomyelia,https://rarediseases.org/rare-diseases/syringomyelia/,hydromyeliaMorvan diseasesyringohydromyelia
post-1756,Systemic Capillary Leak Syndrome,https://rarediseases.org/rare-diseases/systemic-capillary-leak-syndrome/,Clarkson's SyndromeSCLS
post-893,Systemic Primary Carnitine Deficiency,https://rarediseases.org/rare-diseases/systemic-primary-carnitine-deficiency/,carnitine transporter deficiencycarnitine uptake defectcarnitine uptake deficiencyCUDCDSP
post-2007,Systemic Scleroderma,https://rarediseases.org/rare-diseases/systemic-scleroderma/,systemic sclerosisprogressive systemic sclerosis
post-2006,Takotsubo Cardiomyopathy,https://rarediseases.org/rare-diseases/takotsubo-cardiomyopathy/,takotsubo syndromebroken heart syndromestress cardiomyopathyampulla cardiomyopathyapical ballooning syndromeTako-Tsubo cardiomyopathy
post-152962,TANC2-Related Disorders,https://rarediseases.org/rare-diseases/tanc2-related-disorders/,"intellectual developmental disorder with autistic features and language delay, with or without seizures"
post-1757,Tangier Disease,https://rarediseases.org/rare-diseases/tangier-disease/,"Familial alpha-lipoprotein deficiencyhigh density lipoproteindeficiency, type 1 (HDLDT1)high density lipoproteindeficiency, Tangier typeanalphalipoproteinemia"
post-1944,TANGO2 Deficiency Disorder,https://rarediseases.org/rare-diseases/tango2-related-metabolic-encephalopathy-and-arrhythmias/,"TANGO2-related metabolic encephalopathy and arrhythmiasmetabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegenerationTANGO2-related disease"
post-1758,Tardive Dyskinesia,https://rarediseases.org/rare-diseases/tardive-dyskinesia/,linguofacial dyskinesiaoral-facial dyskinesiatardive dystoniatardive oral dyskinesiaTDtardive stereotypy
post-1759,Tarlov Cysts,https://rarediseases.org/rare-diseases/tarlov-cysts/,"perineural cystssacral, lumbar, thoracic or cervical nerve root cysts"
post-254208,Tarsal Carpal Coalition Syndrome,https://rarediseases.org/rare-diseases/254208/,NOG-related-symphalangism spectrum disorderTCC
post-1760,Tarsal Tunnel Syndrome,https://rarediseases.org/rare-diseases/tarsal-tunnel-syndrome/,N/A
post-102279,Tatton Brown Rahman Syndrome,https://rarediseases.org/rare-diseases/tatton-brown-rahman-syndrome/,TBRSDNMT3A overgrowth syndrome
post-1761,Tay Sachs Disease,https://rarediseases.org/rare-diseases/tay-sachs-disease/,"HEXA deficiencyhexosaminidase A deficiencyTSDGM2 gangliosidosis, type 1hexoaminidase alpha-subunit deficiency (variant B)B variant GM2 gangliosidosissphingolipidosis, Tay-Sachs"
post-145702,TCF7L2-Related Neurodevelopmental Disorder,https://rarediseases.org/rare-diseases/tcf7l2/,TRND
post-1916,Tenosynovial Giant Cell Tumor,https://rarediseases.org/rare-diseases/tenosynovial-giant-cell-tumor/,giant cell tumor of the tendon sheath (GCTTS)nodular tenosynovitisdiffuse-type giant cellpigmented vilonodular synovitis (PVNS)
post-1962,Testicular Cancer,https://rarediseases.org/rare-diseases/testicular-cancer/,N/A
post-1762,Tethered Cord Syndrome,https://rarediseases.org/rare-diseases/tethered-cord-syndrome/,TCStethered spinal cord syndrome
post-1763,Tetrahydrobiopterin Deficiency,https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/,BH4-deficient hyperphenylalaninemia
post-1764,Tetralogy of Fallot,https://rarediseases.org/rare-diseases/tetralogy-of-fallot/,Fallot's Tetralogypulmonic stenosis-ventricular septal defect
post-964,Tetrasomy 9p,https://rarediseases.org/rare-diseases/chromosome-9-tetrasomy-9p/,"chromosome 9, tetrasomy 9ptetrasomy, short arm of chromosome 9chromosome 9p tetrasomyisochromosome 9ptetrasomy of short arm of chromosome 9tetrasomy type 9p"
post-1766,Thoracic Outlet Syndrome,https://rarediseases.org/rare-diseases/thoracic-outlet-syndrome/,TOS
post-1767,Three M Syndrome,https://rarediseases.org/rare-diseases/three-m-syndrome/,3M33 M syndrome
post-1768,Thrombocytopenia Absent Radius Syndrome,https://rarediseases.org/rare-diseases/thrombocytopenia-absent-radius-syndrome/,radial aplasia-amegakaryocytic thrombocytopeniaradial aplasia-thrombocytopenia syndromeTAR syndromethrombocytopenia-absent radii syndrome
post-1769,Thrombotic Thrombocytopenic Purpura,https://rarediseases.org/rare-diseases/thrombotic-thrombocytopenic-purpura/,microangiopathic hemolytic anemiaMoschowitz DiseaseTTP
post-91172,Thymidine Kinase 2 Deficiency,https://rarediseases.org/rare-diseases/thymidine-kinase-2-deficiency/,"TK2Dmitochondrial DNA depletion syndrome 2mitochondrial DNA depletion syndrome 2 (myopathic type)MTDPS2mitochondrial DNA depletion myopathy - TK2-relatedTK2-related mitochondrial DNA maintenance defect, myopathic form"
post-1770,Thyroid Cancer,https://rarediseases.org/rare-diseases/thyroid-cancer/,N/A
post-2004,Thyroid Eye Disease,https://rarediseases.org/rare-diseases/thyroid-eye-disease/,Graves’ eye diseaseGraves’ ophthalmopathyGraves’ orbitopathyTED
post-1771,Tietze Syndrome,https://rarediseases.org/rare-diseases/tietze-syndrome/,Chondropathia TuberosaCostochondral Junction Syndrome
post-1772,Timothy Syndrome,https://rarediseases.org/rare-diseases/timothy-syndrome/,long QT syndrome type 8 (LQT8)TS
post-1773,Tinnitus,https://rarediseases.org/rare-diseases/tinnitus/,N/A
post-259522,TLK2-Related Neurodevelopmental Disorder,https://rarediseases.org/rare-diseases/tlk2-related-neurodevelopmental-disorder/,"intellectual disability, autosomal dominant 57intellectual developmental disorder, autosomal dominant 57TLK2-related syndrome"
post-1774,Tolosa Hunt Syndrome,https://rarediseases.org/rare-diseases/tolosa-hunt-syndrome/,"ophthalmoplegia, painfulophthalmoplegia, recurrentophthalmoplegia syndrome"
post-1775,Tongue Cancer,https://rarediseases.org/rare-diseases/tongue-cancer/,"Cancer of the TongueCarcinoma of the TongueTongue, Carcinoma"
post-1776,"Tongue, Hairy",https://rarediseases.org/rare-diseases/tongue-hairy/,Black Hairy TongueBlack TongueLingua NigraLingua Villosa Nigra
post-788,Tooth Agenesis,https://rarediseases.org/rare-diseases/anodontia/,N/A
post-1777,Tooth and Nail Syndrome,https://rarediseases.org/rare-diseases/tooth-and-nail-syndrome/,"Witkop syndromeectodermal dysplasia 3, Wiktop typeectodermal dysplasia 3, tooth/nail typedysplasia of nails With hypodontianail dysgenesis and hypodontia"
post-1778,TORCH Syndrome,https://rarediseases.org/rare-diseases/torch-syndrome/,"CytomegalovirusHerpes SimplexRubellaTorch InfectionTorch InfectionToxoplasmosisToxoplasmosis, Other Agents, Rubella, Cytomegalovirus, Herpes Simplex"
post-1780,Townes-Brocks Syndrome,https://rarediseases.org/rare-diseases/townes-brocks-syndrome/,"deafness, sensorineural, with imperforate anus and hypoplastic thumbsimperforate anus with hand, foot and ear anomaliesTownes syndromeTBS"
post-1782,Toxic Shock Syndrome,https://rarediseases.org/rare-diseases/toxic-shock-syndrome/,TSS
post-2029,Tracheobronchomalacia,https://rarediseases.org/rare-diseases/tracheobronchomalacia/,TBMtracheomalacia
